county_name,County Name Cleaned,state_ID,countyFIPS,State,county_correct_spelling
Tom Green County,Tom Green,Tom GreenTX,48451,TX,
Travis County,Travis,TravisTX,48453,TX,
Trinity County,Trinity,TrinityTX,48455,TX,
Tyler County,Tyler,TylerTX,48457,TX,
Upshur County,Upshur,UpshurTX,48459,TX,
Upton County,Upton,UptonTX,48461,TX,
Uvalde County,Uvalde,UvaldeTX,48463,TX,
Val Verde County,Val Verde,Val VerdeTX,48465,TX,
Van Zandt County,Van Zandt,Van ZandtTX,48467,TX,
Victoria County,Victoria,VictoriaTX,48469,TX,
Walker County,Walker,WalkerTX,48471,TX,
Waller County,Waller,WallerTX,48473,TX,
Ward County,Ward,WardTX,48475,TX,
Washington County,Washington,WashingtonTX,48477,TX,
Webb County,Webb,WebbTX,48479,TX,
Wharton County,Wharton,WhartonTX,48481,TX,
Wheeler County,Wheeler,WheelerTX,48483,TX,
Wichita County,Wichita,WichitaTX,48485,TX,
Wilbarger County,Wilbarger,WilbargerTX,48487,TX,
Willacy County,Willacy,WillacyTX,48489,TX,
Williamson County,Williamson,WilliamsonTX,48491,TX,
Wilson County,Wilson,WilsonTX,48493,TX,
Winkler County,Winkler,WinklerTX,48495,TX,
Wise County,Wise,WiseTX,48497,TX,
Wood County,Wood,WoodTX,48499,TX,
Yoakum County,Yoakum,YoakumTX,48501,TX,
Young County,Young,YoungTX,48503,TX,
Zapata County,Zapata,ZapataTX,48505,TX,
Zavala County,Zavala,ZavalaTX,48507,TX,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedUT,0,UT,
Beaver County,Beaver,BeaverUT,49001,UT,
Box Elder County,Box Elder,Box ElderUT,49003,UT,
Cache County,Cache,CacheUT,49005,UT,
Carbon County,Carbon,CarbonUT,49007,UT,
Daggett County,Daggett,DaggettUT,49009,UT,
Davis County,Davis,DavisUT,49011,UT,
Duchesne County,Duchesne,DuchesneUT,49013,UT,
Emery County,Emery,EmeryUT,49015,UT,
Garfield County,Garfield,GarfieldUT,49017,UT,
Grand County,Grand,GrandUT,49019,UT,
Iron County,Iron,IronUT,49021,UT,
Juab County,Juab,JuabUT,49023,UT,
Kane County,Kane,KaneUT,49025,UT,
Millard County,Millard,MillardUT,49027,UT,
Morgan County,Morgan,MorganUT,49029,UT,
Piute County,Piute,PiuteUT,49031,UT,
Rich County,Rich,RichUT,49033,UT,
Salt Lake County,Salt Lake,Salt LakeUT,49035,UT,
San Juan County,San Juan,San JuanUT,49037,UT,
Sanpete County,Sanpete,SanpeteUT,49039,UT,
Sevier County,Sevier,SevierUT,49041,UT,
Summit County,Summit,SummitUT,49043,UT,
Tooele County,Tooele,TooeleUT,49045,UT,
Uintah County,Uintah,UintahUT,49047,UT,
Utah County,Utah,UtahUT,49049,UT,
Wasatch County,Wasatch,WasatchUT,49051,UT,
Washington County,Washington,WashingtonUT,49053,UT,
Wayne County,Wayne,WayneUT,49055,UT,
Weber County,Weber,WeberUT,49057,UT,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedVT,0,VT,
Addison County,Addison,AddisonVT,50001,VT,
Bennington County,Bennington,BenningtonVT,50003,VT,
Caledonia County,Caledonia,CaledoniaVT,50005,VT,
Chittenden County,Chittenden,ChittendenVT,50007,VT,
Essex County,Essex,EssexVT,50009,VT,
Franklin County,Franklin,FranklinVT,50011,VT,
Grand Isle County,Grand Isle,Grand IsleVT,50013,VT,
Lamoille County,Lamoille,LamoilleVT,50015,VT,
Orange County,Orange,OrangeVT,50017,VT,
Orleans County,Orleans,OrleansVT,50019,VT,
Rutland County,Rutland,RutlandVT,50021,VT,
Washington County,Washington,WashingtonVT,50023,VT,
Windham County,Windham,WindhamVT,50025,VT,
Windsor County,Windsor,WindsorVT,50027,VT,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedVA,0,VA,
Accomack County,Accomack,AccomackVA,51001,VA,
Albemarle County,Albemarle,AlbemarleVA,51003,VA,
Alleghany County,Alleghany,AlleghanyVA,51005,VA,
Amelia County,Amelia,AmeliaVA,51007,VA,
Amherst County,Amherst,AmherstVA,51009,VA,
Appomattox County,Appomattox,AppomattoxVA,51011,VA,
Arlington County,Arlington,ArlingtonVA,51013,VA,
Augusta County,Augusta,AugustaVA,51015,VA,
Bath County,Bath,BathVA,51017,VA,
Bedford County,Bedford,BedfordVA,51019,VA,
Bland County,Bland,BlandVA,51021,VA,
Botetourt County,Botetourt,BotetourtVA,51023,VA,
Brunswick County,Brunswick,BrunswickVA,51025,VA,
Buchanan County,Buchanan,BuchananVA,51027,VA,
Buckingham County,Buckingham,BuckinghamVA,51029,VA,
Campbell County,Campbell,CampbellVA,51031,VA,
Caroline County,Caroline,CarolineVA,51033,VA,
Carroll County,Carroll,CarrollVA,51035,VA,
Charles City County,Charles City,Charles CityVA,51036,VA,
Charlotte County,Charlotte,CharlotteVA,51037,VA,
Chesterfield County,Chesterfield,ChesterfieldVA,51041,VA,
Clarke County,Clarke,ClarkeVA,51043,VA,
Craig County,Craig,CraigVA,51045,VA,
Culpeper County,Culpeper,CulpeperVA,51047,VA,
Cumberland County,Cumberland,CumberlandVA,51049,VA,
Dickenson County,Dickenson,DickensonVA,51051,VA,
Dinwiddie County,Dinwiddie,DinwiddieVA,51053,VA,
Essex County,Essex,EssexVA,51057,VA,
Fairfax County,Fairfax,FairfaxVA,51059,VA,
Fauquier County,Fauquier,FauquierVA,51061,VA,
Floyd County,Floyd,FloydVA,51063,VA,
Fluvanna County,Fluvanna,FluvannaVA,51065,VA,
Franklin County,Franklin,FranklinVA,51067,VA,
Frederick County,Frederick,FrederickVA,51069,VA,
Giles County,Giles,GilesVA,51071,VA,
Gloucester County,Gloucester,GloucesterVA,51073,VA,
Goochland County,Goochland,GoochlandVA,51075,VA,
Grayson County,Grayson,GraysonVA,51077,VA,
Greene County,Greene,GreeneVA,51079,VA,
Greensville County,Greensville,GreensvilleVA,51081,VA,
Halifax County,Halifax,HalifaxVA,51083,VA,
Hanover County,Hanover,HanoverVA,51085,VA,
Henrico County,Henrico,HenricoVA,51087,VA,
Henry County,Henry,HenryVA,51089,VA,
Highland County,Highland,HighlandVA,51091,VA,
Isle of Wight County,Isle of Wight,Isle of WightVA,51093,VA,
James City County,James City,James CityVA,51095,VA,
King and Queen County,King and Queen,King and QueenVA,51097,VA,
King George County,King George,King GeorgeVA,51099,VA,
King William County,King William,King WilliamVA,51101,VA,
Lancaster County,Lancaster,LancasterVA,51103,VA,
Lee County,Lee,LeeVA,51105,VA,
Loudoun County,Loudoun,LoudounVA,51107,VA,
Louisa County,Louisa,LouisaVA,51109,VA,
Lunenburg County,Lunenburg,LunenburgVA,51111,VA,
Madison County,Madison,MadisonVA,51113,VA,
Matthews County,Mathews,MathewsVA,51115,VA,
Mecklenburg County,Mecklenburg,MecklenburgVA,51117,VA,
Middlesex County,Middlesex,MiddlesexVA,51119,VA,
Montgomery County,Montgomery,MontgomeryVA,51121,VA,
Nelson County,Nelson,NelsonVA,51125,VA,
New Kent County,New Kent,New KentVA,51127,VA,
Northampton County,Northampton,NorthamptonVA,51131,VA,
Northumberland County,Northumberland,NorthumberlandVA,51133,VA,
Nottoway County,Nottoway,NottowayVA,51135,VA,
Orange County,Orange,OrangeVA,51137,VA,
Page County,Page,PageVA,51139,VA,
Patrick County,Patrick,PatrickVA,51141,VA,
Pittsylvania County,Pittsylvania,PittsylvaniaVA,51143,VA,
Powhatan County,Powhatan,PowhatanVA,51145,VA,
Prince Edward County,Prince Edward,Prince EdwardVA,51147,VA,
Prince George County,Prince George,Prince GeorgeVA,51149,VA,
Prince William County,Prince William,Prince WilliamVA,51153,VA,
Pulaski County,Pulaski,PulaskiVA,51155,VA,
Rappahannock County,Rappahannock,RappahannockVA,51157,VA,
Richmond County,Richmond,RichmondVA,51159,VA,
Roanoke County,Roanoke,RoanokeVA,51161,VA,
Rockbridge County,Rockbridge,RockbridgeVA,51163,VA,
Rockingham County,Rockingham,RockinghamVA,51165,VA,
Russell County,Russell,RussellVA,51167,VA,
Scott County,Scott,ScottVA,51169,VA,
Shenandoah County,Shenandoah,ShenandoahVA,51171,VA,
Smyth County,Smyth,SmythVA,51173,VA,
Southampton County,Southampton,SouthamptonVA,51175,VA,
Spotsylvania County,Spotsylvania,SpotsylvaniaVA,51177,VA,
Stafford County,Stafford,StaffordVA,51179,VA,
Surry County,Surry,SurryVA,51181,VA,
Sussex County,Sussex,SussexVA,51183,VA,
Tazewell County,Tazewell,TazewellVA,51185,VA,
Warren County,Warren,WarrenVA,51187,VA,
Washington County,Washington,WashingtonVA,51191,VA,
Westmoreland County,Westmoreland,WestmorelandVA,51193,VA,
Wise County,Wise,WiseVA,51195,VA,
Wythe County,Wythe,WytheVA,51197,VA,
York County,York,YorkVA,51199,VA,
Alexandria City,Alexandria City,Alexandria CityVA,51510,VA,
Bristol city,Bristol city,Bristol cityVA,51520,VA,
Buena Vista city,Buena Vista city,Buena Vista cityVA,51530,VA,
Charlottesville City,Charlottesville City,Charlottesville CityVA,51540,VA,
Chesapeake City,Chesapeake City,Chesapeake CityVA,51550,VA,
Colonial Heights city,Colonial Heights city,Colonial Heights cityVA,51570,VA,
Covington city,Covington city,Covington cityVA,51580,VA,
Danville City,Danville City,Danville CityVA,51590,VA,
Emporia city,Emporia city,Emporia cityVA,51595,VA,
Fairfax city,Fairfax city,Fairfax cityVA,51600,VA,
Falls Church city,Falls Church city,Falls Church cityVA,51610,VA,
Franklin city,Franklin city,Franklin cityVA,51620,VA,
Fredericksburg City,Fredericksburg City,Fredericksburg CityVA,51630,VA,
Galax city,Galax city,Galax cityVA,51640,VA,
Hampton city,Hampton city,Hampton cityVA,51650,VA,
Harrisonburg City,Harrisonburg City,Harrisonburg CityVA,51660,VA,
Hopewell city,Hopewell city,Hopewell cityVA,51670,VA,
Lexington city,Lexington city,Lexington cityVA,51678,VA,
Lynchburg city,Lynchburg city,Lynchburg cityVA,51680,VA,
Manassas City,Manassas City,Manassas CityVA,51683,VA,
Manassas Park city,Manassas Park city,Manassas Park cityVA,51685,VA,
Martinsville city,Martinsville city,Martinsville cityVA,51690,VA,
Newport News City,Newport News City,Newport News CityVA,51700,VA,
Norfolk City,Norfolk City,Norfolk CityVA,51710,VA,
Norton city,Norton city,Norton cityVA,51720,VA,
Petersburg city,Petersburg city,Petersburg cityVA,51730,VA,
Poquoson city,Poquoson,Poquoson cityVA,51735,VA,N
Portsmouth City,Portsmouth City,Portsmouth CityVA,51740,VA,
Radford city,Radford city,Radford cityVA,51750,VA,
Richmond City,Richmond City,Richmond CityVA,51760,VA,
Roanoke city,Roanoke city,Roanoke cityVA,51770,VA,
Salem city,Salem city,Salem cityVA,51775,VA,
Staunton city,Staunton city,Staunton cityVA,51790,VA,
Suffolk City,Suffolk City,Suffolk CityVA,51800,VA,
Virginia Beach City,Virginia Beach City,Virginia Beach CityVA,51810,VA,
Waynesboro city,Waynesboro city,Waynesboro cityVA,51820,VA,
Williamsburg City,Williamsburg City,Williamsburg CityVA,51830,VA,
Winchester city,Winchester city,Winchester cityVA,51840,VA,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedWA,0,WA,
Adams County,Adams,AdamsWA,53001,WA,
Asotin County,Asotin,AsotinWA,53003,WA,
Benton County,Benton,BentonWA,53005,WA,
Chelan County,Chelan,ChelanWA,53007,WA,
Clallam County,Clallam,ClallamWA,53009,WA,
Clark County,Clark,ClarkWA,53011,WA,
Columbia County,Columbia,ColumbiaWA,53013,WA,
Cowlitz County,Cowlitz,CowlitzWA,53015,WA,
Douglas County,Douglas,DouglasWA,53017,WA,
Ferry County,Ferry,FerryWA,53019,WA,
Franklin County,Franklin,FranklinWA,53021,WA,
Garfield County,Garfield,GarfieldWA,53023,WA,
Grant County,Grant,GrantWA,53025,WA,
Grays Harbor County,Grays Harbor,Grays HarborWA,53027,WA,
Island County,Island,IslandWA,53029,WA,
Jefferson County,Jefferson,JeffersonWA,53031,WA,
King County,King,KingWA,53033,WA,
Kitsap County,Kitsap,KitsapWA,53035,WA,
Kittitas County,Kittitas,KittitasWA,53037,WA,
Klickitat County,Klickitat,KlickitatWA,53039,WA,
Lewis County,Lewis,LewisWA,53041,WA,
Lincoln County,Lincoln,LincolnWA,53043,WA,
Mason County,Mason,MasonWA,53045,WA,
Okanogan County,Okanogan,OkanoganWA,53047,WA,
Pacific County,Pacific,PacificWA,53049,WA,
Pend Oreille County,Pend Oreille,Pend OreilleWA,53051,WA,
Pierce County,Pierce,PierceWA,53053,WA,
San Juan County,San Juan,San JuanWA,53055,WA,
Skagit County,Skagit,SkagitWA,53057,WA,
Skamania County,Skamania,SkamaniaWA,53059,WA,
Snohomish County,Snohomish,SnohomishWA,53061,WA,
Spokane County,Spokane,SpokaneWA,53063,WA,
Stevens County,Stevens,StevensWA,53065,WA,
Thurston County,Thurston,ThurstonWA,53067,WA,
Wahkiakum County,Wahkiakum,WahkiakumWA,53069,WA,
Walla Walla County,Walla Walla,Walla WallaWA,53071,WA,
Whatcom County,Whatcom,WhatcomWA,53073,WA,
Whitman County,Whitman,WhitmanWA,53075,WA,
Yakima County,Yakima,YakimaWA,53077,WA,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedWV,0,WV,
Barbour County,Barbour,BarbourWV,54001,WV,
Berkeley County,Berkeley,BerkeleyWV,54003,WV,
Boone County,Boone,BooneWV,54005,WV,
Braxton County,Braxton,BraxtonWV,54007,WV,
Brooke County,Brooke,BrookeWV,54009,WV,
Cabell County,Cabell,CabellWV,54011,WV,
Calhoun County,Calhoun,CalhounWV,54013,WV,
Clay County,Clay,ClayWV,54015,WV,
Doddridge County,Doddridge,DoddridgeWV,54017,WV,
Fayette County,Fayette,FayetteWV,54019,WV,
Gilmer County,Gilmer,GilmerWV,54021,WV,
Grant County,Grant,GrantWV,54023,WV,
Greenbrier County,Greenbrier,GreenbrierWV,54025,WV,
Hampshire County,Hampshire,HampshireWV,54027,WV,
Hancock County,Hancock,HancockWV,54029,WV,
Hardy County,Hardy,HardyWV,54031,WV,
Harrison County,Harrison,HarrisonWV,54033,WV,
Jackson County,Jackson,JacksonWV,54035,WV,
Jefferson County,Jefferson,JeffersonWV,54037,WV,
Kanawha County,Kanawha,KanawhaWV,54039,WV,
Lewis County,Lewis,LewisWV,54041,WV,
Lincoln County,Lincoln,LincolnWV,54043,WV,
Logan County,Logan,LoganWV,54045,WV,
McDowell County,McDowell,McDowellWV,54047,WV,
Marion County,Marion,MarionWV,54049,WV,
Marshall County,Marshall,MarshallWV,54051,WV,
Mason County,Mason,MasonWV,54053,WV,
Mercer County,Mercer,MercerWV,54055,WV,
Mineral County,Mineral,MineralWV,54057,WV,
Mingo County,Mingo,MingoWV,54059,WV,
Monongalia County,Monongalia,MonongaliaWV,54061,WV,
Monroe County,Monroe,MonroeWV,54063,WV,
Morgan County,Morgan,MorganWV,54065,WV,
Nicholas County,Nicholas,NicholasWV,54067,WV,
Ohio County,Ohio,OhioWV,54069,WV,
Pendleton County,Pendleton,PendletonWV,54071,WV,
Pleasants County,Pleasants,PleasantsWV,54073,WV,
Pocahontas County,Pocahontas,PocahontasWV,54075,WV,
Preston County,Preston,PrestonWV,54077,WV,
Putnam County,Putnam,PutnamWV,54079,WV,
Raleigh County,Raleigh,RaleighWV,54081,WV,
Randolph County,Randolph,RandolphWV,54083,WV,
Ritchie County,Ritchie,RitchieWV,54085,WV,
Roane County,Roane,RoaneWV,54087,WV,
Summers County,Summers,SummersWV,54089,WV,
Taylor County,Taylor,TaylorWV,54091,WV,
Tucker County,Tucker,TuckerWV,54093,WV,
Tyler County,Tyler,TylerWV,54095,WV,
Upshur County,Upshur,UpshurWV,54097,WV,
Wayne County,Wayne,WayneWV,54099,WV,
Webster County,Webster,WebsterWV,54101,WV,
Wetzel County,Wetzel,WetzelWV,54103,WV,
Wirt County,Wirt,WirtWV,54105,WV,
Wood County,Wood,WoodWV,54107,WV,
Wyoming County,Wyoming,WyomingWV,54109,WV,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedWI,0,WI,
Adams County,Adams,AdamsWI,55001,WI,
Ashland County,Ashland,AshlandWI,55003,WI,
Barron County,Barron,BarronWI,55005,WI,
Bayfield County,Bayfield,BayfieldWI,55007,WI,
Brown County,Brown,BrownWI,55009,WI,
Buffalo County,Buffalo,BuffaloWI,55011,WI,
Burnett County,Burnett,BurnettWI,55013,WI,
Calumet County,Calumet,CalumetWI,55015,WI,
Chippewa County,Chippewa,ChippewaWI,55017,WI,
Clark County,Clark,ClarkWI,55019,WI,
Columbia County,Columbia,ColumbiaWI,55021,WI,
Crawford County,Crawford,CrawfordWI,55023,WI,
Dane County,Dane,DaneWI,55025,WI,
Dodge County,Dodge,DodgeWI,55027,WI,
Door County,Door,DoorWI,55029,WI,
Douglas County,Douglas,DouglasWI,55031,WI,
Dunn County,Dunn,DunnWI,55033,WI,
Eau Claire County,Eau Claire,Eau ClaireWI,55035,WI,
Florence County,Florence,FlorenceWI,55037,WI,
Fond du Lac County,Fond du Lac,Fond du LacWI,55039,WI,
Forest County,Forest,ForestWI,55041,WI,
Grant County,Grant,GrantWI,55043,WI,
Green County,Green,GreenWI,55045,WI,
Green Lake County,Green Lake,Green LakeWI,55047,WI,
Iowa County,Iowa,IowaWI,55049,WI,
Iron County,Iron,IronWI,55051,WI,
Jackson County,Jackson,JacksonWI,55053,WI,
Jefferson County,Jefferson,JeffersonWI,55055,WI,
Juneau County,Juneau,JuneauWI,55057,WI,
Kenosha County,Kenosha,KenoshaWI,55059,WI,
Kewaunee County,Kewaunee,KewauneeWI,55061,WI,
La Crosse County,La Crosse,La CrosseWI,55063,WI,
Lafayette County,Lafayette,LafayetteWI,55065,WI,
Langlade County,Langlade,LangladeWI,55067,WI,
Lincoln County,Lincoln,LincolnWI,55069,WI,
Manitowoc County,Manitowoc,ManitowocWI,55071,WI,
Marathon County,Marathon,MarathonWI,55073,WI,
Marinette County,Marinette,MarinetteWI,55075,WI,
Marquette County,Marquette,MarquetteWI,55077,WI,
Menominee County,Menominee,MenomineeWI,55078,WI,
Milwaukee County,Milwaukee,MilwaukeeWI,55079,WI,
Monroe County,Monroe,MonroeWI,55081,WI,
Oconto County,Oconto,OcontoWI,55083,WI,
Oneida County,Oneida,OneidaWI,55085,WI,
Outagamie County,Outagamie,OutagamieWI,55087,WI,
Ozaukee County,Ozaukee,OzaukeeWI,55089,WI,
Pepin County,Pepin,PepinWI,55091,WI,
Pierce County,Pierce,PierceWI,55093,WI,
Polk County,Polk,PolkWI,55095,WI,
Portage County,Portage,PortageWI,55097,WI,
Price County,Price,PriceWI,55099,WI,
Racine County,Racine,RacineWI,55101,WI,
Richland County,Richland,RichlandWI,55103,WI,
Rock County,Rock,RockWI,55105,WI,
Rusk County,Rusk,RuskWI,55107,WI,
St. Croix County,St. Croix,St. CroixWI,55109,WI,
Sauk County,Sauk,SaukWI,55111,WI,
Sawyer County,Sawyer,SawyerWI,55113,WI,
Shawano County,Shawano,ShawanoWI,55115,WI,
Sheboygan County,Sheboygan,SheboyganWI,55117,WI,
Taylor County,Taylor,TaylorWI,55119,WI,
Trempealeau County,Trempealeau,TrempealeauWI,55121,WI,
Vernon County,Vernon,VernonWI,55123,WI,
Vilas County,Vilas,VilasWI,55125,WI,
Walworth County,Walworth,WalworthWI,55127,WI,
Washburn County,Washburn,WashburnWI,55129,WI,
Washington County,Washington,WashingtonWI,55131,WI,
Waukesha County,Waukesha,WaukeshaWI,55133,WI,
Waupaca County,Waupaca,WaupacaWI,55135,WI,
Waushara County,Waushara,WausharaWI,55137,WI,
Winnebago County,Winnebago,WinnebagoWI,55139,WI,
Wood County,Wood,WoodWI,55141,WI,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedWY,0,WY,
Albany County,Albany,AlbanyWY,56001,WY,
Big Horn County,Big Horn,Big HornWY,56003,WY,
Campbell County,Campbell,CampbellWY,56005,WY,
Carbon County,Carbon,CarbonWY,56007,WY,
Converse County,Converse,ConverseWY,56009,WY,
Crook County,Crook,CrookWY,56011,WY,
Fremont County,Fremont,FremontWY,56013,WY,
Goshen County,Goshen,GoshenWY,56015,WY,
Hot Springs County,Hot Springs,Hot SpringsWY,56017,WY,
Johnson County,Johnson,JohnsonWY,56019,WY,
Laramie County,Laramie,LaramieWY,56021,WY,
Lincoln County,Lincoln,LincolnWY,56023,WY,
Natrona County,Natrona,NatronaWY,56025,WY,
Niobrara County,Niobrara,NiobraraWY,56027,WY,
Park County,Park,ParkWY,56029,WY,
Platte County,Platte,PlatteWY,56031,WY,
Sheridan County,Sheridan,SheridanWY,56033,WY,
Sublette County,Sublette,SubletteWY,56035,WY,
Sweetwater County,Sweetwater,SweetwaterWY,56037,WY,
Teton County,Teton,TetonWY,56039,WY,
Uinta County,Uinta,UintaWY,56041,WY,
Washakie County,Washakie,WashakieWY,56043,WY,
Weston County,Weston,WestonWY,56045,WY,
Albermarle County,Albemarle,AlbermarleVA,51003,VA,N
Bedford City,Bedford,Bedford CityVA,51019,VA,N
Cordova-Mccarthy,Valdez-Cordova,Cordova-MccarthyAK,2261,AK,N
Hillsboro,Hillsborough,HillsboroNH,33011,NH,N
Kenai-Cook Inlet,Kenai Peninsula,Kenai-Cook InletAK,2122,AK,N
Kodiak Island Borough,Kodiak Island,Kodiak Island BoroughAK,2150,AK,N
LaSalle,La Salle,LaSalleLA,22059,LA,N
Not Available,Northwest Arctic,Not AvailableAK,2188,AK,N
Seward,Kenai Peninsula,SewardAK,2122,AK,N
Valdez-Chitina-Whittier,Valdez-Cordova,Valdez-Chitina-WhittierAK,2261,AK,N
Wrangell-Petersburg,Petersburg,Wrangell-PetersburgAK,2195,AK,N
Kenai Peninsula,Kenai Peninsula,Kenai PeninsulaAK,2122,AK,
Kodiak Island,Kodiak Island,Kodiak IslandAK,2150,AK,
La Salle,La Salle,LaSalleLA,22059,LA,
Northwest Arctic,Northwest Arctic,Northwest ArcticAK,2188,AK,
Petersburg,Petersburg,PetersburgAK,2195,AK,
Guam,Guam,GuamGU,999999999,,
Hormigueros,Hormigueros,HormiguerosPR,999999999,,
Humacao,Humacao,HumacaoPR,999999999,,
Ponce,Ponce,PoncePR,999999999,,
San Juan,San Juan,San JuanPR,999999999,,
Vega Baja,Vega Baja,Vega BajaPR,999999999,,
Poquoson,Poquoson,PoquosonVA,51735,VA,
Bristol City,Bristol city,Bristol CityVA,51520,VA,
Buena Vista City,Buena Vista city,Buena Vista CityVA,51530,VA,N
Colonial Heights City,Colonial Heights city,Colonial Heights CityVA,51570,VA,N
Emporia City,Emporia city,Emporia CityVA,51595,VA,N
Fairfax City,Fairfax city,Fairfax CityVA,51600,VA,N
Franklin City,Franklin city,Franklin CityVA,51620,VA,N
Galax City,Galax city,Galax CityVA,51640,VA,N
Hampton City,Hampton city,Hampton CityVA,51650,VA,N
Hopewell City,Hopewell city,Hopewell CityVA,51670,VA,N
Lexington City,Lexington city,Lexington CityVA,51678,VA,N
Lynchburg City,Lynchburg city,Lynchburg CityVA,51680,VA,N
Martinsville City,Martinsville city,Martinsville CityVA,51690,VA,N
Petersburg City,Petersburg city,Petersburg CityVA,51730,VA,N
Radford City,Radford city,Radford CityVA,51750,VA,N
Roanoke City,Roanoke city,Roanoke CityVA,51770,VA,N
Salem City,Salem city,Salem CityVA,51775,VA,N
Staunton City,Staunton city,Staunton CityVA,51790,VA,N
Waynesboro City,Waynesboro city,Waynesboro CityVA,51820,VA,N
Winchester City,Winchester city,Winchester CityVA,51840,VA,N
Lac qui Parle,Lac Qui Parle,Lac qui ParleMN,27073,MN,N
