county_name,County Name Cleaned,state_ID,countyFIPS,State,county_correct_spelling
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedAL,0,AL,
Autauga County,Autauga,AutaugaAL,1001,AL,
Baldwin County,Baldwin,BaldwinAL,1003,AL,
Barbour County,Barbour,BarbourAL,1005,AL,
Bibb County,Bibb,BibbAL,1007,AL,
Blount County,Blount,BlountAL,1009,AL,
Bullock County,Bullock,BullockAL,1011,AL,
Butler County,Butler,ButlerAL,1013,AL,
Calhoun County,Calhoun,CalhounAL,1015,AL,
Chambers County,Chambers,ChambersAL,1017,AL,
Cherokee County,Cherokee,CherokeeAL,1019,AL,
Chilton County,Chilton,ChiltonAL,1021,AL,
Choctaw County,Choctaw,ChoctawAL,1023,AL,
Clarke County,Clarke,ClarkeAL,1025,AL,
Clay County,Clay,ClayAL,1027,AL,
Cleburne County,Cleburne,CleburneAL,1029,AL,
Coffee County,Coffee,CoffeeAL,1031,AL,
Colbert County,Colbert,ColbertAL,1033,AL,
Conecuh County,Conecuh,ConecuhAL,1035,AL,
Coosa County,Coosa,CoosaAL,1037,AL,
Covington County,Covington,CovingtonAL,1039,AL,
Crenshaw County,Crenshaw,CrenshawAL,1041,AL,
Cullman County,Cullman,CullmanAL,1043,AL,
Dale County,Dale,DaleAL,1045,AL,
Dallas County,Dallas,DallasAL,1047,AL,
DeKalb County,DeKalb,DeKalbAL,1049,AL,
Elmore County,Elmore,ElmoreAL,1051,AL,
Escambia County,Escambia,EscambiaAL,1053,AL,
Etowah County,Etowah,EtowahAL,1055,AL,
Fayette County,Fayette,FayetteAL,1057,AL,
Franklin County,Franklin,FranklinAL,1059,AL,
Geneva County,Geneva,GenevaAL,1061,AL,
Greene County,Greene,GreeneAL,1063,AL,
Hale County,Hale,HaleAL,1065,AL,
Henry County,Henry,HenryAL,1067,AL,
Houston County,Houston,HoustonAL,1069,AL,
Jackson County,Jackson,JacksonAL,1071,AL,
Jefferson County,Jefferson,JeffersonAL,1073,AL,
Lamar County,Lamar,LamarAL,1075,AL,
Lauderdale County,Lauderdale,LauderdaleAL,1077,AL,
Lawrence County,Lawrence,LawrenceAL,1079,AL,
Lee County,Lee,LeeAL,1081,AL,
Limestone County,Limestone,LimestoneAL,1083,AL,
Lowndes County,Lowndes,LowndesAL,1085,AL,
Macon County,Macon,MaconAL,1087,AL,
Madison County,Madison,MadisonAL,1089,AL,
Marengo County,Marengo,MarengoAL,1091,AL,
Marion County,Marion,MarionAL,1093,AL,
Marshall County,Marshall,MarshallAL,1095,AL,
Mobile County,Mobile,MobileAL,1097,AL,
Monroe County,Monroe,MonroeAL,1099,AL,
Montgomery County,Montgomery,MontgomeryAL,1101,AL,
Morgan County,Morgan,MorganAL,1103,AL,
Perry County,Perry,PerryAL,1105,AL,
Pickens County,Pickens,PickensAL,1107,AL,
Pike County,Pike,PikeAL,1109,AL,
Randolph County,Randolph,RandolphAL,1111,AL,
Russell County,Russell,RussellAL,1113,AL,
St. Clair County,St. Clair,St. ClairAL,1115,AL,
Shelby County,Shelby,ShelbyAL,1117,AL,
Sumter County,Sumter,SumterAL,1119,AL,
Talladega County,Talladega,TalladegaAL,1121,AL,
Tallapoosa County,Tallapoosa,TallapoosaAL,1123,AL,
Tuscaloosa County,Tuscaloosa,TuscaloosaAL,1125,AL,
Walker County,Walker,WalkerAL,1127,AL,
Washington County,Washington,WashingtonAL,1129,AL,
Wilcox County,Wilcox,WilcoxAL,1131,AL,
Winston County,Winston,WinstonAL,1133,AL,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedAK,0,AK,
Aleutians East Borough,Aleutians East,Aleutians EastAK,2013,AK,
Aleutians West Census Area,Aleutians West,Aleutians WestAK,2016,AK,
Municipality of Anchorage,Anchorage,AnchorageAK,2020,AK,
Bethel Census Area,Bethel,BethelAK,2050,AK,
Bristol Bay Borough,Bristol Bay,Bristol BayAK,2060,AK,
Denali Borough,Denali,DenaliAK,2068,AK,
Dillingham Census Area,Dillingham,DillinghamAK,2070,AK,
Fairbanks North Star Borough,Fairbanks,FairbanksAK,2090,AK,
Haines Borough,Haines,HainesAK,2100,AK,
Hoonah-Angoon Census Area,Hoonah-Angoon,Hoonah-AngoonAK,2105,AK,
City and Borough of Juneau,Juneau,JuneauAK,2110,AK,
Kenai Peninsula Borough,Kenai Peninsula,Kenai PeninsulaAK,2122,AK,N
Ketchikan Gateway Borough,Ketchikan,KetchikanAK,2130,AK,
Kodiak Island Borough,Kodiak Island,Kodiak IslandAK,2150,AK,N
Kusilvak Census Area,Kusilvak,KusilvakAK,2158,AK,
Lake and Peninsula Borough,Lake and Peninsula,Lake and PeninsulaAK,2164,AK,
Matanuska-Susitna Borough,Matanuska-Susitna,Matanuska-SusitnaAK,2170,AK,
Nome Census Area,Nome,NomeAK,2180,AK,
North Slope Borough,North Slope,North SlopeAK,2185,AK,
Northwest Arctic Borough,Northwest Arctic,Northwest ArcticAK,2188,AK,N
Petersburg Census Area,Petersburg,PetersburgAK,2195,AK,N
Prince of Wales-Hyder Census Area,Prince of Wales-Hyder,Prince of Wales-HyderAK,2198,AK,
Sitka City and Borough,Sitka,SitkaAK,2220,AK,
Skagway Municipality,Skagway Municipality,Skagway MunicipalityAK,2230,AK,
Southeast Fairbanks Census Area,Southeast Fairbanks,Southeast FairbanksAK,2240,AK,
Valdez-Cordova Census Area,Valdez-Cordova,Valdez-CordovaAK,2261,AK,
Wade Hampton Census Area,Wade Hampton,Wade HamptonAK,2270,AK,
Wrangell City and Borough,Wrangell,WrangellAK,2275,AK,
Yakutat City and Borough,Yakutat,YakutatAK,2282,AK,
Yukon-Koyukuk Census Area,Yukon-Koyukuk,Yukon-KoyukukAK,2290,AK,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedAZ,0,AZ,
Apache County,Apache,ApacheAZ,4001,AZ,
Cochise County,Cochise,CochiseAZ,4003,AZ,
Coconino County,Coconino,CoconinoAZ,4005,AZ,
Gila County,Gila,GilaAZ,4007,AZ,
Graham County,Graham,GrahamAZ,4009,AZ,
Greenlee County,Greenlee,GreenleeAZ,4011,AZ,
La Paz County,La Paz,La PazAZ,4012,AZ,
Maricopa County,Maricopa,MaricopaAZ,4013,AZ,
Mohave County,Mohave,MohaveAZ,4015,AZ,
Navajo County,Navajo,NavajoAZ,4017,AZ,
Pima County,Pima,PimaAZ,4019,AZ,
Pinal County,Pinal,PinalAZ,4021,AZ,
Santa Cruz County,Santa Cruz,Santa CruzAZ,4023,AZ,
Yavapai County,Yavapai,YavapaiAZ,4025,AZ,
Yuma County,Yuma,YumaAZ,4027,AZ,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedAR,0,AR,
Arkansas County,Arkansas,ArkansasAR,5001,AR,
Ashley County,Ashley,AshleyAR,5003,AR,
Baxter County,Baxter,BaxterAR,5005,AR,
Benton County,Benton,BentonAR,5007,AR,
Boone County,Boone,BooneAR,5009,AR,
Bradley County,Bradley,BradleyAR,5011,AR,
Calhoun County,Calhoun,CalhounAR,5013,AR,
Carroll County,Carroll,CarrollAR,5015,AR,
Chicot County,Chicot,ChicotAR,5017,AR,
Clark County,Clark,ClarkAR,5019,AR,
Clay County,Clay,ClayAR,5021,AR,
Cleburne County,Cleburne,CleburneAR,5023,AR,
Cleveland County,Cleveland,ClevelandAR,5025,AR,
Columbia County,Columbia,ColumbiaAR,5027,AR,
Conway County,Conway,ConwayAR,5029,AR,
Craighead County,Craighead,CraigheadAR,5031,AR,
Crawford County,Crawford,CrawfordAR,5033,AR,
Crittenden County,Crittenden,CrittendenAR,5035,AR,
Cross County,Cross,CrossAR,5037,AR,
Dallas County,Dallas,DallasAR,5039,AR,
Desha County,Desha,DeshaAR,5041,AR,
Drew County,Drew,DrewAR,5043,AR,
Faulkner County,Faulkner,FaulknerAR,5045,AR,
Franklin County,Franklin,FranklinAR,5047,AR,
Fulton County,Fulton,FultonAR,5049,AR,
Garland County,Garland,GarlandAR,5051,AR,
Grant County,Grant,GrantAR,5053,AR,
Greene County,Greene,GreeneAR,5055,AR,
Hempstead County,Hempstead,HempsteadAR,5057,AR,
Hot Spring County,Hot Spring,Hot SpringAR,5059,AR,
Howard County,Howard,HowardAR,5061,AR,
Independence County,Independence,IndependenceAR,5063,AR,
Izard County,Izard,IzardAR,5065,AR,
Jackson County,Jackson,JacksonAR,5067,AR,
Jefferson County,Jefferson,JeffersonAR,5069,AR,
Johnson County,Johnson,JohnsonAR,5071,AR,
Lafayette County,Lafayette,LafayetteAR,5073,AR,
Lawrence County,Lawrence,LawrenceAR,5075,AR,
Lee County,Lee,LeeAR,5077,AR,
Lincoln County,Lincoln,LincolnAR,5079,AR,
Little River County,Little River,Little RiverAR,5081,AR,
Logan County,Logan,LoganAR,5083,AR,
Lonoke County,Lonoke,LonokeAR,5085,AR,
Madison County,Madison,MadisonAR,5087,AR,
Marion County,Marion,MarionAR,5089,AR,
Miller County,Miller,MillerAR,5091,AR,
Mississippi County,Mississippi,MississippiAR,5093,AR,
Monroe County,Monroe,MonroeAR,5095,AR,
Montgomery County,Montgomery,MontgomeryAR,5097,AR,
Nevada County,Nevada,NevadaAR,5099,AR,
Newton County,Newton,NewtonAR,5101,AR,
Ouachita County,Ouachita,OuachitaAR,5103,AR,
Perry County,Perry,PerryAR,5105,AR,
Phillips County,Phillips,PhillipsAR,5107,AR,
Pike County,Pike,PikeAR,5109,AR,
Poinsett County,Poinsett,PoinsettAR,5111,AR,
Polk County,Polk,PolkAR,5113,AR,
Pope County,Pope,PopeAR,5115,AR,
Prairie County,Prairie,PrairieAR,5117,AR,
Pulaski County,Pulaski,PulaskiAR,5119,AR,
Randolph County,Randolph,RandolphAR,5121,AR,
St. Francis County,St. Francis,St. FrancisAR,5123,AR,
Saline County,Saline,SalineAR,5125,AR,
Scott County,Scott,ScottAR,5127,AR,
Searcy County,Searcy,SearcyAR,5129,AR,
Sebastian County,Sebastian,SebastianAR,5131,AR,
Sevier County,Sevier,SevierAR,5133,AR,
Sharp County,Sharp,SharpAR,5135,AR,
Stone County,Stone,StoneAR,5137,AR,
Union County,Union,UnionAR,5139,AR,
Van Buren County,Van Buren,Van BurenAR,5141,AR,
Washington County,Washington,WashingtonAR,5143,AR,
White County,White,WhiteAR,5145,AR,
Woodruff County,Woodruff,WoodruffAR,5147,AR,
Yell County,Yell,YellAR,5149,AR,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedCA,0,CA,
Grand Princess Cruise Ship,Grand Princess Cruise Ship,Grand Princess Cruise ShipCA,6000,CA,
Alameda County,Alameda,AlamedaCA,6001,CA,
Alpine County,Alpine,AlpineCA,6003,CA,
Amador County,Amador,AmadorCA,6005,CA,
Butte County,Butte,ButteCA,6007,CA,
Calaveras County,Calaveras,CalaverasCA,6009,CA,
Colusa County,Colusa,ColusaCA,6011,CA,
Contra Costa County,Contra Costa,Contra CostaCA,6013,CA,
Del Norte County,Del Norte,Del NorteCA,6015,CA,
El Dorado County,El Dorado,El DoradoCA,6017,CA,
Fresno County,Fresno,FresnoCA,6019,CA,
Glenn County,Glenn,GlennCA,6021,CA,
Humboldt County,Humboldt,HumboldtCA,6023,CA,
Imperial County,Imperial,ImperialCA,6025,CA,
Inyo County,Inyo,InyoCA,6027,CA,
Kern County,Kern,KernCA,6029,CA,
Kings County,Kings,KingsCA,6031,CA,
Lake County,Lake,LakeCA,6033,CA,
Lassen County,Lassen,LassenCA,6035,CA,
Los Angeles County,Los Angeles,Los AngelesCA,6037,CA,
Madera County,Madera,MaderaCA,6039,CA,
Marin County,Marin,MarinCA,6041,CA,
Mariposa County,Mariposa,MariposaCA,6043,CA,
Mendocino County,Mendocino,MendocinoCA,6045,CA,
Merced County,Merced,MercedCA,6047,CA,
Modoc County,Modoc,ModocCA,6049,CA,
Mono County,Mono,MonoCA,6051,CA,
Monterey County,Monterey,MontereyCA,6053,CA,
Napa County,Napa,NapaCA,6055,CA,
Nevada County,Nevada,NevadaCA,6057,CA,
Orange County,Orange,OrangeCA,6059,CA,
Placer County,Placer,PlacerCA,6061,CA,
Plumas County,Plumas,PlumasCA,6063,CA,
Riverside County,Riverside,RiversideCA,6065,CA,
Sacramento County,Sacramento,SacramentoCA,6067,CA,
San Benito County,San Benito,San BenitoCA,6069,CA,
San Bernardino County,San Bernardino,San BernardinoCA,6071,CA,
San Diego County,San Diego,San DiegoCA,6073,CA,
San Francisco County,San Francisco,San FranciscoCA,6075,CA,
San Joaquin County,San Joaquin,San JoaquinCA,6077,CA,
San Luis Obispo County,San Luis Obispo,San Luis ObispoCA,6079,CA,
San Mateo County,San Mateo,San MateoCA,6081,CA,
Santa Barbara County,Santa Barbara,Santa BarbaraCA,6083,CA,
Santa Clara County,Santa Clara,Santa ClaraCA,6085,CA,
Santa Cruz County,Santa Cruz,Santa CruzCA,6087,CA,
Shasta County,Shasta,ShastaCA,6089,CA,
Sierra County,Sierra,SierraCA,6091,CA,
Siskiyou County,Siskiyou,SiskiyouCA,6093,CA,
Solano County,Solano,SolanoCA,6095,CA,
Sonoma County,Sonoma,SonomaCA,6097,CA,
Stanislaus County,Stanislaus,StanislausCA,6099,CA,
Sutter County,Sutter,SutterCA,6101,CA,
Tehama County,Tehama,TehamaCA,6103,CA,
Trinity County,Trinity,TrinityCA,6105,CA,
Tulare County,Tulare,TulareCA,6107,CA,
Tuolumne County,Tuolumne,TuolumneCA,6109,CA,
Ventura County,Ventura,VenturaCA,6111,CA,
Yolo County,Yolo,YoloCA,6113,CA,
Yuba County,Yuba,YubaCA,6115,CA,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedCO,0,CO,
Adams County,Adams,AdamsCO,8001,CO,
Alamosa County,Alamosa,AlamosaCO,8003,CO,
Arapahoe County,Arapahoe,ArapahoeCO,8005,CO,
Archuleta County,Archuleta,ArchuletaCO,8007,CO,
Baca County,Baca,BacaCO,8009,CO,
Bent County,Bent,BentCO,8011,CO,
Boulder County,Boulder,BoulderCO,8013,CO,
Broomfield County and City,Broomfield,BroomfieldCO,8014,CO,
Chaffee County,Chaffee,ChaffeeCO,8015,CO,
Cheyenne County,Cheyenne,CheyenneCO,8017,CO,
Clear Creek County,Clear Creek,Clear CreekCO,8019,CO,
Conejos County,Conejos,ConejosCO,8021,CO,
Costilla County,Costilla,CostillaCO,8023,CO,
Crowley County,Crowley,CrowleyCO,8025,CO,
Custer County,Custer,CusterCO,8027,CO,
Delta County,Delta,DeltaCO,8029,CO,
Denver County,Denver,DenverCO,8031,CO,
Dolores County,Dolores,DoloresCO,8033,CO,
Douglas County,Douglas,DouglasCO,8035,CO,
Eagle County,Eagle,EagleCO,8037,CO,
Elbert County,Elbert,ElbertCO,8039,CO,
El Paso County,El Paso,El PasoCO,8041,CO,
Fremont County,Fremont,FremontCO,8043,CO,
Garfield County,Garfield,GarfieldCO,8045,CO,
Gilpin County,Gilpin,GilpinCO,8047,CO,
Grand County,Grand,GrandCO,8049,CO,
Gunnison County,Gunnison,GunnisonCO,8051,CO,
Hinsdale County,Hinsdale,HinsdaleCO,8053,CO,
Huerfano County,Huerfano,HuerfanoCO,8055,CO,
Jackson County,Jackson,JacksonCO,8057,CO,
Jefferson County,Jefferson,JeffersonCO,8059,CO,
Kiowa County,Kiowa,KiowaCO,8061,CO,
Kit Carson County,Kit Carson,Kit CarsonCO,8063,CO,
Lake County,Lake,LakeCO,8065,CO,
La Plata County,La Plata,La PlataCO,8067,CO,
Larimer County,Larimer,LarimerCO,8069,CO,
Las Animas County,Las Animas,Las AnimasCO,8071,CO,
Lincoln County,Lincoln,LincolnCO,8073,CO,
Logan County,Logan,LoganCO,8075,CO,
Mesa County,Mesa,MesaCO,8077,CO,
Mineral County,Mineral,MineralCO,8079,CO,
Moffat County,Moffat,MoffatCO,8081,CO,
Montezuma County,Montezuma,MontezumaCO,8083,CO,
Montrose County,Montrose,MontroseCO,8085,CO,
Morgan County,Morgan,MorganCO,8087,CO,
Otero County,Otero,OteroCO,8089,CO,
Ouray County,Ouray,OurayCO,8091,CO,
Park County,Park,ParkCO,8093,CO,
Phillips County,Phillips,PhillipsCO,8095,CO,
Pitkin County,Pitkin,PitkinCO,8097,CO,
Prowers County,Prowers,ProwersCO,8099,CO,
Pueblo County,Pueblo,PuebloCO,8101,CO,
Rio Blanco County,Rio Blanco,Rio BlancoCO,8103,CO,
Rio Grande County,Rio Grande,Rio GrandeCO,8105,CO,
Routt County,Routt,RouttCO,8107,CO,
Saguache County,Saguache,SaguacheCO,8109,CO,
San Juan County,San Juan,San JuanCO,8111,CO,
San Miguel County,San Miguel,San MiguelCO,8113,CO,
Sedgwick County,Sedgwick,SedgwickCO,8115,CO,
Summit County,Summit,SummitCO,8117,CO,
Teller County,Teller,TellerCO,8119,CO,
Washington County,Washington,WashingtonCO,8121,CO,
Weld County,Weld,WeldCO,8123,CO,
Yuma County,Yuma,YumaCO,8125,CO,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedCT,0,CT,
Fairfield County,Fairfield,FairfieldCT,9001,CT,
Hartford County,Hartford,HartfordCT,9003,CT,
Litchfield County,Litchfield,LitchfieldCT,9005,CT,
Middlesex County,Middlesex,MiddlesexCT,9007,CT,
New Haven County,New Haven,New HavenCT,9009,CT,
New London County,New London,New LondonCT,9011,CT,
Tolland County,Tolland,TollandCT,9013,CT,
Windham County,Windham,WindhamCT,9015,CT,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedDE,0,DE,
Kent County,Kent,KentDE,10001,DE,
New Castle County,New Castle,New CastleDE,10003,DE,
Sussex County,Sussex,SussexDE,10005,DE,
Washington,District Of Columbia,District Of ColumbiaDC,11001,DC,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedFL,0,FL,
Alachua County,Alachua,AlachuaFL,12001,FL,
Baker County,Baker,BakerFL,12003,FL,
Bay County,Bay,BayFL,12005,FL,
Bradford County,Bradford,BradfordFL,12007,FL,
Brevard County,Brevard,BrevardFL,12009,FL,
Broward County,Broward,BrowardFL,12011,FL,
Calhoun County,Calhoun,CalhounFL,12013,FL,
Charlotte County,Charlotte,CharlotteFL,12015,FL,
Citrus County,Citrus,CitrusFL,12017,FL,
Clay County,Clay,ClayFL,12019,FL,
Collier County,Collier,CollierFL,12021,FL,
Columbia County,Columbia,ColumbiaFL,12023,FL,
DeSoto County,DeSoto,DeSotoFL,12027,FL,
Dixie County,Dixie,DixieFL,12029,FL,
Duval County,Duval,DuvalFL,12031,FL,
Escambia County,Escambia,EscambiaFL,12033,FL,
Flagler County,Flagler,FlaglerFL,12035,FL,
Franklin County,Franklin,FranklinFL,12037,FL,
Gadsden County,Gadsden,GadsdenFL,12039,FL,
Gilchrist County,Gilchrist,GilchristFL,12041,FL,
Glades County,Glades,GladesFL,12043,FL,
Gulf County,Gulf,GulfFL,12045,FL,
Hamilton County,Hamilton,HamiltonFL,12047,FL,
Hardee County,Hardee,HardeeFL,12049,FL,
Hendry County,Hendry,HendryFL,12051,FL,
Hernando County,Hernando,HernandoFL,12053,FL,
Highlands County,Highlands,HighlandsFL,12055,FL,
Hillsborough County,Hillsborough,HillsboroughFL,12057,FL,
Holmes County,Holmes,HolmesFL,12059,FL,
Indian River County,Indian River,Indian RiverFL,12061,FL,
Jackson County,Jackson,JacksonFL,12063,FL,
Jefferson County,Jefferson,JeffersonFL,12065,FL,
Lafayette County,Lafayette,LafayetteFL,12067,FL,
Lake County,Lake,LakeFL,12069,FL,
Lee County,Lee,LeeFL,12071,FL,
Leon County,Leon,LeonFL,12073,FL,
Levy County,Levy,LevyFL,12075,FL,
Liberty County,Liberty,LibertyFL,12077,FL,
Madison County,Madison,MadisonFL,12079,FL,
Manatee County,Manatee,ManateeFL,12081,FL,
Marion County,Marion,MarionFL,12083,FL,
Martin County,Martin,MartinFL,12085,FL,
Miami-Dade County,Miami-Dade,Miami-DadeFL,12086,FL,
Monroe County,Monroe,MonroeFL,12087,FL,
Nassau County,Nassau,NassauFL,12089,FL,
Okaloosa County,Okaloosa,OkaloosaFL,12091,FL,
Okeechobee County,Okeechobee,OkeechobeeFL,12093,FL,
Orange County,Orange,OrangeFL,12095,FL,
Osceola County,Osceola,OsceolaFL,12097,FL,
Palm Beach County,Palm Beach,Palm BeachFL,12099,FL,
Pasco County,Pasco,PascoFL,12101,FL,
Pinellas County,Pinellas,PinellasFL,12103,FL,
Polk County,Polk,PolkFL,12105,FL,
Putnam County,Putnam,PutnamFL,12107,FL,
St. Johns County,St. Johns,St. JohnsFL,12109,FL,
St. Lucie County,St. Lucie,St. LucieFL,12111,FL,
Santa Rosa County,Santa Rosa,Santa RosaFL,12113,FL,
Sarasota County,Sarasota,SarasotaFL,12115,FL,
Seminole County,Seminole,SeminoleFL,12117,FL,
Sumter County,Sumter,SumterFL,12119,FL,
Suwannee County,Suwannee,SuwanneeFL,12121,FL,
Taylor County,Taylor,TaylorFL,12123,FL,
Union County,Union,UnionFL,12125,FL,
Volusia County,Volusia,VolusiaFL,12127,FL,
Wakulla County,Wakulla,WakullaFL,12129,FL,
Walton County,Walton,WaltonFL,12131,FL,
Washington County,Washington,WashingtonFL,12133,FL,
Statewide Unallocated,Statewide Unallocated,Statewide UnallocatedGA,0,GA,
Appling County,Appling,ApplingGA,13001,GA,
Atkinson County,Atkinson,AtkinsonGA,13003,GA,
Bacon County,Bacon,BaconGA,13005,GA,
Baker County,Baker,BakerGA,13007,GA,
Baldwin County,Baldwin,BaldwinGA,13009,GA,
Banks County,Banks,BanksGA,13011,GA,
Barrow County,Barrow,BarrowGA,13013,GA,
Bartow County,Bartow,BartowGA,13015,GA,
Ben Hill County,Ben Hill,Ben HillGA,13017,GA,
Berrien County,Berrien,BerrienGA,13019,GA,
Bibb County,Bibb,BibbGA,13021,GA,
Bleckley County,Bleckley,BleckleyGA,13023,GA,
Brantley County,Brantley,BrantleyGA,13025,GA,
Brooks County,Brooks,BrooksGA,13027,GA,
Bryan County,Bryan,BryanGA,13029,GA,
Bulloch County,Bulloch,BullochGA,13031,GA,
Burke County,Burke,BurkeGA,13033,GA,
Butts County,Butts,ButtsGA,13035,GA,
Calhoun County,Calhoun,CalhounGA,13037,GA,
Camden County,Camden,CamdenGA,13039,GA,
Candler County,Candler,CandlerGA,13043,GA,
Carroll County,Carroll,CarrollGA,13045,GA,
Catoosa County,Catoosa,CatoosaGA,13047,GA,
Charlton County,Charlton,CharltonGA,13049,GA,
Chatham County,Chatham,ChathamGA,13051,GA,
Chattahoochee County,Chattahoochee,ChattahoocheeGA,13053,GA,
Chattooga County,Chattooga,ChattoogaGA,13055,GA,
Cherokee County,Cherokee,CherokeeGA,13057,GA,
Clarke County,Clarke,ClarkeGA,13059,GA,
Clay County,Clay,ClayGA,13061,GA,
Clayton County,Clayton,ClaytonGA,13063,GA,
Clinch County,Clinch,ClinchGA,13065,GA,
Cobb County,Cobb,CobbGA,13067,GA,
Coffee County,Coffee,CoffeeGA,13069,GA,
Colquitt County,Colquitt,ColquittGA,13071,GA,
Columbia County,Columbia,ColumbiaGA,13073,GA,
Cook County,Cook,CookGA,13075,GA,
Coweta County,Coweta,CowetaGA,13077,GA,
Crawford County,Crawford,CrawfordGA,13079,GA,
Crisp County,Crisp,CrispGA,13081,GA,
Dade County,Dade,DadeGA,13083,GA,
Dawson County,Dawson,DawsonGA,13085,GA,
Decatur County,Decatur,DecaturGA,13087,GA,
DeKalb County,DeKalb,DeKalbGA,13089,GA,
Dodge County,Dodge,DodgeGA,13091,GA,
Dooly County,Dooly,DoolyGA,13093,GA,
Dougherty County,Dougherty,DoughertyGA,13095,GA,
Douglas County,Douglas,DouglasGA,13097,GA,
Early County,Early,EarlyGA,13099,GA,
Echols County,Echols,EcholsGA,13101,GA,
Effingham County,Effingham,EffinghamGA,13103,GA,
Elbert County,Elbert,ElbertGA,13105,GA,
Emanuel County,Emanuel,EmanuelGA,13107,GA,
Evans County,Evans,EvansGA,13109,GA,
Fannin County,Fannin,FanninGA,13111,GA,
Fayette County,Fayette,FayetteGA,13113,GA,
Floyd County,Floyd,FloydGA,13115,GA,
Forsyth County,Forsyth,ForsythGA,13117,GA,
Franklin County,Franklin,FranklinGA,13119,GA,
Fulton County,Fulton,FultonGA,13121,GA,
Gilmer County,Gilmer,GilmerGA,13123,GA,
Glascock County,Glascock,GlascockGA,13125,GA,
Glynn County,Glynn,GlynnGA,13127,GA,
Gordon County,Gordon,GordonGA,13129,GA,
Grady County,Grady,GradyGA,13131,GA,
Greene County,Greene,GreeneGA,13133,GA,
Gwinnett County,Gwinnett,GwinnettGA,13135,GA,
Habersham County,Habersham,HabershamGA,13137,GA,
Hall County,Hall,HallGA,13139,GA,
Hancock County,Hancock,HancockGA,13141,GA,
Haralson County,Haralson,HaralsonGA,13143,GA,
Harris County,Harris,HarrisGA,13145,GA,
Hart County,Hart,HartGA,13147,GA,
Heard County,Heard,HeardGA,13149,GA,
Henry County,Henry,HenryGA,13151,GA,
Houston County,Houston,HoustonGA,13153,GA,
Irwin County,Irwin,IrwinGA,13155,GA,
Jackson County,Jackson,JacksonGA,13157,GA,
Jasper County,Jasper,JasperGA,13159,GA,
Jeff Davis County,Jeff Davis,Jeff DavisGA,13161,GA,
Jefferson County,Jefferson,JeffersonGA,13163,GA,
Jenkins County,Jenkins,JenkinsGA,13165,GA,
Johnson County,Johnson,JohnsonGA,13167,GA,
Jones County,Jones,JonesGA,13169,GA,
Lamar County,Lamar,LamarGA,13171,GA,
Lanier County,Lanier,LanierGA,13173,GA,
Laurens County,Laurens,LaurensGA,13175,GA,
Lee County,Lee,LeeGA,13177,GA,
Liberty County,Liberty,LibertyGA,13179,GA,
Lincoln County,Lincoln,LincolnGA,13181,GA,
Long County,Long,LongGA,13183,GA,
Lowndes County,Lowndes,LowndesGA,13185,GA,
Lumpkin County,Lumpkin,LumpkinGA,13187,GA,
McDuffie County,McDuffie,McDuffieGA,13189,GA,
McIntosh County,McIntosh,McIntoshGA,13191,GA,
Macon County,Macon,MaconGA,13193,GA,
Madison County,Madison,MadisonGA,13195,GA,
Marion County,Marion,MarionGA,13197,GA,
Meriwether County,Meriwether,MeriwetherGA,13199,GA,
Miller County,Miller,MillerGA,13201,GA,
Mitchell County,Mitchell,MitchellGA,13205,GA,
Monroe County,Monroe,MonroeGA,13207,GA,
Montgomery County,Montgomery,MontgomeryGA,13209,GA,
Morgan County,Morgan,MorganGA,13211,GA,
Murray County,Murray,MurrayGA,13213,GA,
Muscogee County,Muscogee,MuscogeeGA,13215,GA,
Newton County,Newton,NewtonGA,13217,GA,
Oconee County,Oconee,OconeeGA,13219,GA,
Oglethorpe County,Oglethorpe,OglethorpeGA,13221,GA,
Paulding County,Paulding,PauldingGA,13223,GA,
Peach County,Peach,PeachGA,13225,GA,
Pickens County,Pickens,PickensGA,13227,GA,
Pierce County,Pierce,PierceGA,13229,GA,
Pike County,Pike,PikeGA,13231,GA,
Polk County,Polk,PolkGA,13233,GA,
Pulaski County,Pulaski,PulaskiGA,13235,GA,
Putnam County,Putnam,PutnamGA,13237,GA,
Quitman County,Quitman,QuitmanGA,13239,GA,
Rabun County,Rabun,RabunGA,13241,GA,
Randolph County,Randolph,RandolphGA,13243,GA,
Richmond County,Richmond,RichmondGA,13245,GA,
Rockdale County,Rockdale,RockdaleGA,13247,GA,
Schley County,Schley,SchleyGA,13249,GA,
Screven County,Screven,ScrevenGA,13251,GA,
Seminole County,Seminole,SeminoleGA,13253,GA,
Spalding County,Spalding,SpaldingGA,13255,GA,
Stephens County,Stephens,StephensGA,13257,GA,
Stewart County,Stewart,StewartGA,13259,GA,
Sumter County,Sumter,SumterGA,13261,GA,
Talbot County,Talbot,TalbotGA,13263,GA,
Taliaferro County,Taliaferro,TaliaferroGA,13265,GA,
